Section Prerequisites for Term: 202510,,,,,,,
,,,,,,,
Term,Subject,Course,Section,CRN,Part of Term,Title,Prerequisites
,,,090,20868,1,Operations Management,(MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122) and ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130
,,,091,20867,1,Operations Management,(MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122) and ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130
,,,092,21926,1,Operations Management,(MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122) and ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130
,,,093,26952,1,Operations Management,(MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122) and ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130
,,,H01,21515,1,Operations Management,(MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122) and ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130
,,,U01,21065,1,Operations Management,(MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122) and ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130
,,3201,001,22698,1,Operations Planning & Control,OPER 3100
,,3203,001,21053,1,Decision Modeling & Analysis,OPER 3100
,,3204,090,20266,1,Mgmt of Svc & Project Oper,OPER 3100
,,3206,090,20267,1,Quality Assurance & Mgmt,OPER 3100
,,3208,001,20268,1,Supply Chain Management,OPER 3100
,OPRS,3111,001,21546,1,Oper Rsch-Deterministic Models,(MATH 1242 or MATH 2120) and MATH 2164
,,3113,001,20622,1,Oper Rsch-Probabilistic Models,(MATH 1242 or MATH 2120) and MATH 2164 and (STAT 2122 or STAT 3122 or STAT 3128 or MATH 3122)
,OSCI,8208,001,21117,1,Adv Qualitative Data Analysis,OSCI 8206
,,8949,001,22843,1,Ind Org Sci Rsch Project II,OSCI 8948
,,8999,001,20713,1,Org Sci Dissertation II,OSCI 8998
,,,002,27307,1,Org Sci Dissertation II,OSCI 8998
,PHYS,1101,01A,20015,1,Introductory Physics I,MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1121 or MATH 1241 or Test A02 or Test S02
,,,01B,21191,1,Introductory Physics I,MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1121 or MATH 1241 or Test A02 or Test S02
,,,01C,22011,1,Introductory Physics I,MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1121 or MATH 1241 or Test A02 or Test S02
,,,01D,22012,1,Introductory Physics I,MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1121 or MATH 1241 or Test A02 or Test S02
,,,01E,22013,1,Introductory Physics I,MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1121 or MATH 1241 or Test A02 or Test S02
,,,01F,20016,1,Introductory Physics I,MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1121 or MATH 1241 or Test A02 or Test S02
,,,01G,21688,1,Introductory Physics I,MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1121 or MATH 1241 or Test A02 or Test S02
,,,01H,22015,1,Introductory Physics I,MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1121 or MATH 1241 or Test A02 or Test S02
,,,01J,22016,1,Introductory Physics I,MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1121 or MATH 1241 or Test A02 or Test S02
,,,01K,22143,1,Introductory Physics I,MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1121 or MATH 1241 or Test A02 or Test S02
,,,01L,22014,1,Introductory Physics I,MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1121 or MATH 1241 or Test A02 or Test S02
,,1101L,L01,20017,1,Introductory Physics I Lab,PHYS 1101
,,,L02,20018,1,Introductory Physics I Lab,PHYS 1101
,,,L03,20019,1,Introductory Physics I Lab,PHYS 1101
,,,L04,27502,1,Introductory Physics I Lab,PHYS 1101
,,,L05,20020,1,Introductory Physics I Lab,PHYS 1101
,,,L06,20021,1,Introductory Physics I Lab,PHYS 1101
,,,L07,20022,1,Introductory Physics I Lab,PHYS 1101
,,,L08,21868,1,Introductory Physics I Lab,PHYS 1101
,,,L09,22757,1,Introductory Physics I Lab,PHYS 1101
,,,L10,23424,1,Introductory Physics I Lab,PHYS 1101
,,,L11,22758,1,Introductory Physics I Lab,PHYS 1101
,,,L12,22809,1,Introductory Physics I Lab,PHYS 1101
,,,L13,25105,1,Introductory Physics I Lab,PHYS 1101
,,,L24,22820,1,Introductory Physics I Lab,PHYS 1101
,,1102,01A,20023,1,Introductory Physics II,PHYS 1101
,,,01B,22291,1,Introductory Physics II,PHYS 1101
,,,01C,22745,1,Introductory Physics II,PHYS 1101
,,,01D,21689,1,Introductory Physics II,PHYS 1101
,,,01E,21077,1,Introductory Physics II,PHYS 1101
,,,01F,22804,1,Introductory Physics II,PHYS 1101
,,,01G,27160,1,Introductory Physics II,PHYS 1101
,,1102L,L01,20024,1,Introductory Physics II Lab,(PHYS 1101L or PHYS 2101L) and PHYS 1102
,,,L02,20025,1,Introductory Physics II Lab,(PHYS 1101L or PHYS 2101L) and PHYS 1102
,,,L03,20026,1,Introductory Physics II Lab,(PHYS 1101L or PHYS 2101L) and PHYS 1102
,,,L04,20027,1,Introductory Physics II Lab,(PHYS 1101L or PHYS 2101L) and PHYS 1102
,,,L05,20717,1,Introductory Physics II Lab,(PHYS 1101L or PHYS 2101L) and PHYS 1102
,,,L06,22759,1,Introductory Physics II Lab,(PHYS 1101L or PHYS 2101L) and PHYS 1102
,,,L07,22760,1,Introductory Physics II Lab,(PHYS 1101L or PHYS 2101L) and PHYS 1102
,,,L08,22761,1,Introductory Physics II Lab,(PHYS 1101L or PHYS 2101L) and PHYS 1102
,,1130L,L01,23346,1,Intro to Astronomy Lab,PHYS 1130
,,,L02,23347,1,Intro to Astronomy Lab,PHYS 1130
,,2101,01A,23205,1,Phys for Science & Engr I,MATH 1241 or ENGR 1241
,,,01B,23206,1,Phys for Science & Engr I,MATH 1241 or ENGR 1241
,,,01C,20031,1,Phys for Science & Engr I,MATH 1241 or ENGR 1241
,,,02A,20032,1,Phys for Sci & Engr I,MATH 1241 or ENGR 1241
,,,02B,22017,1,Phys for Science & Engr I,MATH 1241 or ENGR 1241
,,,02C,20858,1,Phys for Science & Engr I,MATH 1241 or ENGR 1241
,,,03A,22021,1,Phys for Science & Engr I,MATH 1241 or ENGR 1241
,,,03B,22034,1,Phys for Science & Engr I,MATH 1241 or ENGR 1241
,,,03C,20859,1,Phys for Science & Engr I,MATH 1241 or ENGR 1241
,,,04A,22020,1,Phys for Science & Engr I,MATH 1241 or ENGR 1241
,,,04B,22036,1,Phys for Science & Engr I,MATH 1241 or ENGR 1241
,,,04C,22035,1,Phys for Science & Engr I,MATH 1241 or ENGR 1241
,,,05A,24709,1,Phys for Science & Engr I,MATH 1241 or ENGR 1241
,,,05B,24711,1,Phys for Science & Engr I,MATH 1241 or ENGR 1241
,,,05C,24712,1,Phys for Science & Engr I,MATH 1241 or ENGR 1241
,,2101L,L01,20033,1,Phys for Science & Engr I Lab,PHYS 2101
,,,L02,20036,1,Phys for Science & Engr I Lab,PHYS 2101
,,,L03,20034,1,Phys for Science & Engr I Lab,PHYS 2101
,,,L04,20035,1,Phys for Science & Engr I Lab,PHYS 2101
,,,L05,20037,1,Phys for Science & Engr I Lab,PHYS 2101
,,,L06,20039,1,Phys for Science & Engr I Lab,PHYS 2101
,,,L07,20040,1,Phys for Science & Engr I Lab,PHYS 2101
,,,L08,20719,1,Phys for Science & Engr I Lab,PHYS 2101
,,,L09,20038,1,Phys for Science & Engr I Lab,PHYS 2101
,,,L10,24897,1,Phys for Science & Engr I Lab,PHYS 2101
,,,L11,24898,1,Phys for Science & Engr I Lab,PHYS 2101
,,,L12,24899,1,Phys for Science & Engr I Lab,PHYS 2101
,,,L13,24900,1,Phys for Science & Engr I Lab,PHYS 2101
,,,L14,25106,1,Phys for Science & Engr I Lab,PHYS 2101
,,,L15,25107,1,Phys for Science & Engr I Lab,PHYS 2101
,,,L16,25108,1,Phys for Science & Engr I Lab,PHYS 2101
,,,L17,27427,1,Phys for Science & Engr I Lab,PHYS 2101
,,,L18,27428,1,Phys for Science & Engr I Lab,PHYS 2101
,,,L19,27503,1,Phys for Science & Engr I Lab,PHYS 2101
,,2102,01A,20041,1,Phys for Science & Engr II,PHYS 2101 and MATH 1242
,,,01B,22748,1,Phys for Science & Engr II,PHYS 2101 and MATH 1242
,,,01C,22749,1,Phys for Science & Engr II,PHYS 2101 and MATH 1242
,,,02A,21464,1,Phys for Science & Engr II,PHYS 2101 and MATH 1242
,,,02B,22750,1,Phys for Science & Engr II,PHYS 2101 and MATH 1242
,,,02C,24126,1,Phys for Science & Engr II,PHYS 2101 and MATH 1242
,,,03A,20042,1,Phys for Sci & Engr II,PHYS 2101 and MATH 1242
,,,03B,22746,1,Phys for Science & Engr II,PHYS 2101 and MATH 1242
,,,03C,22747,1,Phys for Science & Engr II,PHYS 2101 and MATH 1242
,,2102L,L01,20043,1,Phys for Science & Engr II Lab,(PHYS 2101L or PHYS 1101L) and PHYS 2102
,,,L02,20044,1,Phys for Science & Engr II Lab,(PHYS 2101L or PHYS 1101L) and PHYS 2102
,,,L03,20045,1,Phys for Science & Engr II Lab,(PHYS 2101L or PHYS 1101L) and PHYS 2102
,,,L04,22762,1,Phys for Science & Engr II Lab,(PHYS 2101L or PHYS 1101L) and PHYS 2102
,,,L05,20046,1,Phys for Science & Engr II Lab,(PHYS 2101L or PHYS 1101L) and PHYS 2102
,,,L06,24901,1,Phys for Science & Engr II Lab,(PHYS 2101L or PHYS 1101L) and PHYS 2102
,,,L07,24902,1,Phys for Science & Engr II Lab,(PHYS 2101L or PHYS 1101L) and PHYS 2102
,,,L08,27426,1,Phys for Science & Engr II Lab,(PHYS 2101L or PHYS 1101L) and PHYS 2102
,,3101,001,20047,1,Topics & Meth of General Phys,PHYS 2102 and MATH 1242
,,3102,001,22045,1,Physics for Sci& Eng III,PHYS 2102 and MATH 2171 or MATH 2241 or PHYS 3101
,,3141,001,20048,1,Intro to Modern Physics,(PHYS 2102 or PHYS 1102) and (MATH 1241 or ENGR 1241) and MATH 1242
,,,002,20238,1,Intro to Modern Physics,(PHYS 2102 or PHYS 1102) and (MATH 1241 or ENGR 1241) and MATH 1242
,,3220,001,21798,1,Mathematical Methods Physics,PHYS 2102 and MATH 2241 and (PHYS 3101 or MEGR 3121)
,,3282,L01,22190,1,Adv Lab in Modern Physics,PHYS 3141
,,3900,001,27125,1,Undergraduate Research,PHYS 3282 and PHYS 3283
,,,003,24209,1,Undergraduate Research,PHYS 3282 and PHYS 3283
,,4110,001,21080,1,Intro to Biomedical Optics,PHYS 3141 and MATH 2171 or MATH 2241 and (PHYS 3121 or MEGR 2144)
,,4151,001,21604,1,Thermal Physics,PHYS 3141 and PHYS 3101 and CHEM 1251 and CHEM 1251L and MATH 2241
,,4222,001,20146,1,Classical Mechanics II,PHYS 3121 and MATH 2241
,,4231,001,20147,1,Electromagnetic Theory I,(PHYS 3121 or MEGR 2144) and (MATH 2171 or MATH 2241) and (PHYS 3220 or MATH 2242)
,,4242,001,24843,1,Quantum Mechanics II,PHYS 4241
,,4271,001,22156,1,Waves & Optics,(MATH 2171 or PHYS 3101) and (PHYS 3121 or MEGR 2144)
,,5151,001,22752,1,Thermal Physics,PHYS 3141 and PHYS 3101 and CHEM 1251 and CHEM 1251L and MATH 2241
,,5222,001,20138,1,Classical Mechanics II,PHYS 3121 and MATH 2241
,,5242,001,24844,1,Quantum Mechanics II,PHYS 4241
,,5271,001,22157,1,Waves and Optics,PHYS 2102 and MATH 2171
,,6131,001,21687,1,Classical Electromagnetism I,PHYS 4232
,,6992,003,20148,1,Physics Thesis Research II,PHYS 6991
,,,004,27482,1,Physics Thesis Research II,PHYS 6991
,POLS,2220,001,20105,1,Political Science Methods,(POLS 1110 or POLS 1511 or POLS 1130 or POLS 1501 or POLS 1131 or POLS 1150 or POLS 1151 or POLS 1170) and (MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1121 or MATH 1241 or MATH 1242 or PHIL 2105 or STAT 1220 or STAT 1222)
,,,002,21767,1,Political Science Methods,(POLS 1110 or POLS 1511 or POLS 1130 or POLS 1501 or POLS 1131 or POLS 1150 or POLS 1151 or POLS 1170) and (MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1121 or MATH 1241 or MATH 1242 or PHIL 2105 or STAT 1220 or STAT 1222)
,,,003,20106,1,Political Science Methods,(POLS 1110 or POLS 1511 or POLS 1130 or POLS 1501 or POLS 1131 or POLS 1150 or POLS 1151 or POLS 1170) and (MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1121 or MATH 1241 or MATH 1242 or PHIL 2105 or STAT 1220 or STAT 1222)
,,,080,27289,1,Political Science Methods,(POLS 1110 or POLS 1511 or POLS 1130 or POLS 1501 or POLS 1131 or POLS 1150 or POLS 1151 or POLS 1170) and (MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1121 or MATH 1241 or MATH 1242 or PHIL 2105 or STAT 1220 or STAT 1222)
,,3700,A01,23444,1,Honors Research,POLS 2220
,,,B01,25128,1,Honors Research,POLS 2220
,,,C01,25141,1,Honors Research,POLS 2220
,,4163,001,21729,1,Advanced Model United Nations,POLS 3163
,,4600,001,20107,1,Senior Seminar,(POLS 1110 or POLS 1511) and (POLS 1130 or POLS 1501 or POLS 1131) and (POLS 1150 or POLS 1151) and POLS 2220
,,,002,20108,1,Senior Seminar,(POLS 1110 or POLS 1511) and (POLS 1130 or POLS 1501 or POLS 1131) and (POLS 1150 or POLS 1151) and POLS 2220
,,,080,24590,1,Senior Seminar,(POLS 1110 or POLS 1511) and (POLS 1130 or POLS 1501 or POLS 1131) and (POLS 1150 or POLS 1151) and POLS 2220
,,4700,A01,22390,1,Honors Thesis,POLS 3700
,,,A02,22391,1,Honors Thesis,POLS 3700
,,,A03,22392,1,Honors Thesis,POLS 3700
,,,A04,22393,1,Honors Thesis,POLS 3700
,,,A05,24707,1,Honors Thesis,POLS 3700
,,,A06,22394,1,Honors Thesis,POLS 3700
,,,A07,22395,1,Honors Thesis,POLS 3700
,,,A08,27413,1,Honors Thesis,POLS 3700
,,,A09,27471,1,Honors Thesis,POLS 3700
,,4990,001,27193,1,Senior Thesis,POLS 2220
,PPOL,8102,001,23773,1,Public Policy Studio 2,PPOL 8101 and GRAD 8101
,,8641,090,21831,1,Economic Analysis of PPOL II,PPOL 8640
,,8663,090,27225,1,Health Policy,HADM 6100 or MPAD 6172
,PROS,3102,080,26393,H2,Project Management: Practition,PROS 3101
,,3104,080,26375,H1,ProjManagement: Intro to Agile,PROS 3101
,,3203,080,22940,H2,Leadership Essentials: Special,PROS 3201
,,3304,080,26392,H1,Role of HR Management in Orgs,PROS 3301
,,3306,080,26396,H2,Acquisition/Talent Development,PROS 3301
,,4101,080,26394,H2,Project Manager Advanced Roles,PROS 3101
,,4600,080,24862,1,Professional Studies Capstone,PROS 3101 or PROS 3201 or PROS 3301
,PSYC,1101L,L01,21084,1,General Psychology Lab,PSYC 1101
,,,L02,20414,1,General Psychology Lab,PSYC 1101
,,,L03,20415,1,General Psychology Lab,PSYC 1101
,,,L04,21472,1,General Psychology Lab,PSYC 1101
,,,L05,26796,1,General Psychology Lab,PSYC 1101
,,,L06,27349,1,General Psychology Lab,PSYC 1101
,,,L83,27357,1,General Psychology Lab,PSYC 1101
,,,L86,27358,1,General Psychology Lab,PSYC 1101
,,,L90,22378,1,General Psychology Lab,PSYC 1101
,,,L91,20416,1,General Psychology Lab,PSYC 1101
,,,L92,21285,1,General Psychology Lab,PSYC 1101
,,,L93,27350,1,General Psychology Lab,PSYC 1101
,,2101,001,22037,1,Research Methodology I,PSYC 1101 and (STAT 1220 or STAT 1221 or STAT 1222)
,,,002,23846,1,Research Methodology I,PSYC 1101 and (STAT 1220 or STAT 1221 or STAT 1222)
,,,003,26782,1,Research Methodology I,PSYC 1101 and (STAT 1220 or STAT 1221 or STAT 1222)
,,,090,20758,1,Research Methodology I,PSYC 1101 and (STAT 1220 or STAT 1221 or STAT 1222)
,,2103,001,21626,1,Research Methodology II,PSYC 1101 and PSYC 2101 and (STAT 1220 or STAT 1221 or STAT 1222)
,,,002,20760,1,Research Methodology II,PSYC 1101 and PSYC 2101 and (STAT 1220 or STAT 1221 or STAT 1222)
,,,003,26794,1,Research Methodology II,PSYC 1101 and PSYC 2101 and (STAT 1220 or STAT 1221 or STAT 1222)
,,2104,001,22508,1,Crit Thinking About Research,PSYC 1101 and PSYC 2101 and (STAT 1220 or STAT 1221 or STAT 1222)
,,,002,22707,1,Crit Thinking About Research,PSYC 1101 and PSYC 2101 and (STAT 1220 or STAT 1221 or STAT 1222)
,,,003,22507,1,Crit Thinking About Research,PSYC 1101 and PSYC 2101 and (STAT 1220 or STAT 1221 or STAT 1222)
,,,004,23926,1,Crit Thinking About Research,PSYC 1101 and PSYC 2101 and (STAT 1220 or STAT 1221 or STAT 1222)
,,,005,22506,1,Crit Thinking About Research,PSYC 1101 and PSYC 2101 and (STAT 1220 or STAT 1221 or STAT 1222)
,,,090,27283,1,Crit Thinking About Research,PSYC 1101 and PSYC 2101 and (STAT 1220 or STAT 1221 or STAT 1222)
,,2110,001,21398,1,Intro to Comparative Psych,PSYC 1101
,,,002,23927,1,Intro to Comparative Psych,PSYC 1101
,,2113,001,21245,1,Intro Brain Behav Mental Procs,PSYC 1101
,,,002,23340,1,Intro Brain Behav Mental Procs,PSYC 1101
,,,003,25072,1,Intro Brain Behav Mental Procs,PSYC 1101
,,,080,27182,1,Intro Brain Behav Mental Procs,PSYC 1101
,,2117,001,26786,1,Intro to Lifespan Dev,PSYC 1101
,,,002,26787,1,Intro to Lifespan Dev,PSYC 1101
,,,003,26788,1,Intro to Lifespan Dev,PSYC 1101
,,2120,001,21246,1,Child Psychology,PSYC 1101
,,,002,21115,1,Child Psychology,PSYC 1101
,,,080,27207,1,Child Psychology,PSYC 1101
,,2121,001,21162,1,Adolescent Psychology,PSYC 1101
,,,002,21555,1,Adolescent Psychology,PSYC 1101
,,,003,27282,1,Adolescent Psychology,PSYC 1101
,,,080,27192,1,Adolescent Psychology,PSYC 1101
,,2124,001,21777,1,Psyc of Adult Dvlpmnt & Aging,PSYC 1101
,,,002,26473,1,Psyc of Adult Dvlpmnt & Aging,PSYC 1101
,,2130,001,21399,1,Intro to Social Psychology,PSYC 1101
,,,002,26946,1,Intro to Social Psychology,PSYC 1101
,,,003,22187,1,Intro to Social Psychology,PSYC 1101
,,,004,24964,1,Intro to Social Psychology,PSYC 1101
,,,005,27322,1,Intro to Social Psychology,PSYC 1101
,,,006,27343,1,Intro to Social Psychology,PSYC 1101
,,,080,27199,1,Intro to Social Psychology,PSYC 1101
,,2131,001,23936,1,Intro to Forensic Psychology,PSYC 1101
,,,002,27279,1,Intro to Forensic Psychology,PSYC 1101
,,2137,001,21400,1,Intro to Positive Psychology,PSYC 1101
,,,002,22709,1,Intro to Positive Psychology,PSYC 1101
,,,003,27037,1,Intro to Positive Psychology,PSYC 1101
,,,080,27202,1,Intro to Positive Psychology,PSYC 1101
,,2150,001,21304,1,Psychology of Adjustment,PSYC 1101
,,,080,27194,1,Psychology of Adjustment,PSYC 1101
,,2151,001,27281,1,Psyc Dstrs Dysfnc & Disordr,PSYC 1101
,,,002,21402,1,Psyc Dstrs Dysfnc & Disordr,PSYC 1101
,,,003,21403,1,Psyc Dstrs Dysfnc & Disordr,PSYC 1101
,,,004,27323,1,Psyc Dstrs Dysfnc & Disordr,PSYC 1101
,,,080,27221,1,Psyc Dstrs Dysfnc & Disordr,PSYC 1101
,,2155,001,23019,1,Psyc Approaches to Diversity,PSYC 1101
,,2160,001,26859,1,Intro to Health Psychology,PSYC 1101
,,,002,23852,1,Intro to Health Psychology,PSYC 1101
,,,080,27206,1,Intro to Health Psychology,PSYC 1101
,,2165,001,27126,1,Intro to Community Psychology,PSYC 1101
,,2171,001,22994,1,Intro to Ind/Org Psychology,PSYC 1101
,,,080,27167,1,Intro to Ind/Org Psychology,PSYC 1101
,,3001,001,23370,1,Topics in Psychology,PSYC 1101
,,,002,26860,1,Topics in Psychology,PSYC 1101
,,,004,27324,1,Topics in Psychology,PSYC 1101
,,3111,001,24027,1,Psych of Learning and Memory,PSYC 1101 and PSYC 2113
,,3113,001,26783,1,Physiological Psychology,PSYC 1101 and PSYC 2101 and PSYC 2113
,,,002,27083,1,Physiological Psychology,PSYC 1101 and PSYC 2101 and PSYC 2113
,,,090,26784,1,Physiological Psychology,PSYC 1101 and PSYC 2101 and PSYC 2113
,,3114,001,26861,1,Motivation,PSYC 1101 and PSYC 2101
,,3115,001,22093,1,Sensation & Perception,PSYC 1101 and PSYC 2113
,,,002,26790,1,Sensation & Perception,PSYC 1101 and PSYC 2113
,,,003,26791,1,Sensation & Perception,PSYC 1101 and PSYC 2113
,,3116,001,21434,1,Human Cognitive Process,PSYC 1101 and PSYC 2113
,,,002,21571,1,Human Cognitive Process,PSYC 1101 and PSYC 2113
,,,003,23884,1,Human Cognitive Process,PSYC 1101 and PSYC 2113
,,,090,21864,1,Human Cognitive Process,PSYC 1101 and PSYC 2113
,,3135,001,26789,1,Psychology of Personality,PSYC 1101 and PSYC 2101
,,3136,001,26792,1,Sexual Behavior,PSYC 1101 and PSYC 2113
,,3216,001,20507,1,Intro to Cognitive Science,PSYC 1101
,,4006,001,26862,1,Advanced Topics in Psychology,PSYC 1101 and PSYC 2101 and (PSYC 2103 or PSYC 2104) and (STAT 1220 or STAT 1221 or STAT 1222)
,,4007,001,22095,1,Adv Topics in Psych Research,PSYC 2103 or PSYC 2104
,,,002,24987,1,Adv Topics in Psych Research,PSYC 2103 or PSYC 2104
,,,003,27098,1,Adv Topics in Psych Research,PSYC 2103 or PSYC 2104
,,4103,001,22096,1,History and Systems,PSYC 1101 and PSYC 2101 and (PSYC 2103 or PSYC 2104) and (STAT 1220 or STAT 1221 or STAT 1222)
,,4316,001,23152,1,Cognitive Neuroscience,PSYC 1101 and PSYC 2113
,,,002,26785,1,Cognitive Neuroscience,PSYC 1101 and PSYC 2113
,,4625,001,24028,1,Seminar in Developmental Psyc,(PSYC 2103 or PSYC 2104) and (PSYC 2120 or PSYC 2121 or PSYC 2124) and PSYC 1101 and PSYC 2101 and (STAT 1220 or STAT 1221 or STAT 1222)
,,,002,24963,1,Seminar in Developmental Psyc,(PSYC 2103 or PSYC 2104) and (PSYC 2120 or PSYC 2121 or PSYC 2124) and PSYC 1101 and PSYC 2101 and (STAT 1220 or STAT 1221 or STAT 1222)
,,4650,001,22710,1,Seminar in Human Adapt & Beh,(PSYC 2103 or PSYC 2104) and PSYC 1101 and PSYC 2101 and (STAT 1220 or STAT 1221 or STAT 1222)
,,4660,002,22997,1,Seminar in Health Psychology,(PSYC 2103 or PSYC 2104) and PSYC 1101 and PSYC 2101 and PSYC 2160 and (STAT 1220 or STAT 1221 or STAT 1222)
,,,003,26797,1,Seminar in Health Psychology,(PSYC 2103 or PSYC 2104) and PSYC 1101 and PSYC 2101 and PSYC 2160 and (STAT 1220 or STAT 1221 or STAT 1222)
,,,004,26865,1,Seminar in Health Psychology,(PSYC 2103 or PSYC 2104) and PSYC 1101 and PSYC 2101 and PSYC 2160 and (STAT 1220 or STAT 1221 or STAT 1222)
,,4670,001,26798,1,Seminar in Industrial Psyc,PSYC 1101 and PSYC 2101 and (PSYC 2103 or PSYC 2104) and PSYC 2171 and (STAT 1220 or STAT 1221 or STAT 1222)
,,4701,001,22505,1,Honors Thesis I,PSYC 1101 and PSYC 2101 and PSYC 2103 and (STAT 1220 or STAT 1221 or STAT 1222)
,,4702,001,22504,1,Honors Thesis II,PSYC 1101 and PSYC 2101 and PSYC 2103 and (STAT 1220 or STAT 1221 or STAT 1222) and PSYC 4690 or PSYC 4701
,,6145,001,27017,1,App Rsch Des & Prog Eval,PSYC 6102
,READ,5211,080,22525,1,Methods of Literacy,READ 5111 and ELED 5110 and ELED 5112L
,,,081,22526,1,Methods of Literacy,READ 5111 and ELED 5110 and ELED 5112L
,,5311,080,23066,1,Lit Assess and Tiered Interven,READ 5211 and ELED 5210
,RELS,4791,001,27269,1,Honors Thesis,RELS 4790
,RESP,5101,080,21717,H1,Health Outcomes,RESP 6101
,RSCH,6110,090,21284,1,Descriptive & Inferential Stat,RSCH 6101
,,7140,090,27256,1,Multivariate Statistics,RSCH 6101 and RSCH 6110 and RSCH 6120
,,7160,090,27341,1,Hierarchical Linear Models,RSCH 6110 and RSCH 6120
,,8110,090,21787,1,Descriptive & Inferential Stat,RSCH 8210
,,8112,090,21259,1,Survey Research Methods,RSCH 8210
,,8120,090,20976,1,Advanced Statistics,RSCH 8210 and RSCH 8110
,,8121,090,22641,1,Qual Data Collect & Analysis,RSCH 8111
,,8140,090,27257,1,Multivariate Statistics,RSCH 8210 and RSCH 8110 and RSCH 8120
,,8160,090,26604,1,Hierarchical Linear Models,RSCH 8110 and RSCH 8120
,,8197,090,26605,1,Exp & Quasi-Exp Evaluations,RSCH 8210 or RSCH 7110 and RSCH 8110 or RSCH 6110
,,8410,090,26606,1,Intern in Educational Research,RSCH 8140
,,8411,090,24679,1,Intern in Teaching Ed Rsch,RSCH 8210
,RUSS,1202,001,26377,1,Elementary Russian II,RUSS 1201
,SECD,4140,001,20327,1,Adolescence and Sec Schools,MDSK 2100
,SEGR,2105,001,22383,1,Comp Methods Sys Engr,ENGR 1202 and MATH 1242
,,2110,001,22385,1,Systems Engineering Concepts,SEGR 2105
,,2121,001,23741,1,Intro Logistics Sys & Supply,ENGR 1202
,,3102,001,20361,1,"Sys Simulation, Model & Dep",STAT 3128
,,3103,001,26541,1,Human System Interface,SEGR 2105
,,3105,090,22384,1,Com Methods for Sys Engr II,SEGR 2105
,,3110,001,22355,1,System Design and Deployment,SEGR 3105 and PHYS 2102
,,3201,001,22386,1,Operations Research I,MATH 1242 and MATH 2164
,,3202,001,22387,1,Operations Research II,MATH 2164 and STAT 3128
,,3290,001,21037,1,Systems Design Project I,SEGR 2110 and SEGR 3110 and (SEGR 3102 or SEGR 3107)
,,3291,001,20812,1,Systems Design Project II,SEGR 3290
,,4114,001,22361,1,Production Control Systems,(STAT 1220 or STAT 1221 or STAT 1222) or STAT 3128 and SEGR 3201 and SEGR 3202
,,4141,001,22176,1,Engr Experimental Design,STAT 3128
,,4170,001,22364,1,Total Quality Systems,STAT 3128
,,4201,001,21915,1,Deterministic System Analysis,MATH 2164
,,4202,001,21918,1,Stochastic System Analysis,STAT 3128 and MATH 2164 and SEGR 3202
,SOCY,2115,001,23931,1,Introduction to Organizations,SOCY 1101 or SOCY 1501 or SOCY 1511
,,,002,21963,1,Introduction to Organizations,SOCY 1101 or SOCY 1501 or SOCY 1511
,,,080,22772,1,Introduction to Organizations,SOCY 1101 or SOCY 1501 or SOCY 1511
